w	A_d-self_d	Ac_d-self_d	A_d-selfc_d	Ac_d-selfc_d
-0.01807258168971464 + 0.0im	-0.8607942005376436 - 0.055285190647055504im	-0.0003603952315729908 - 0.0020369628590928847im	0.00017350670583595232 + 0.0009807601836552im	-1.4567894711414366 + 0.41166012964316573im
-0.017893645237341226 + 0.0im	-0.861909620437556 - 0.05541764695350883im	-0.00035953987545064316 - 0.002051915449223294im	0.00017309475558602693 + 0.0009879598349111294im	-1.450468332654097 + 0.40527997804551213im
-0.017716480433011116 + 0.0im	-0.8630178732714732 - 0.055549450934260815im	-0.00035877085783423123 - 0.002067052437547006im	0.00017272436340818519 + 0.0009952482769784493im	-1.4441991639517162 + 0.3990902201856882im
-0.01754106973565457 + 0.0im	-0.8641190269740221 - 0.05568065866781141im	-0.0003580858668128132 - 0.002082377543696698im	0.0001723944157491653 + 0.0010026273004300216im	-1.4379843476085694 + 0.3930855504479106im
-0.017367395777875813 + 0.0im	-0.865213035464143 - 0.055811325064685134im	-0.00035748245471394017 - 0.0020978943533593746im	0.00017210373370242548 + 0.0010100986313261054im	-1.4318259495895203 + 0.3872607473831427im
-0.01719544136423348 + 0.0im	-0.8662999290635532 - 0.055941503439496464im	-0.0003569581019142447 - 0.0021136063113234276im	0.00017185111544737173 + 0.001017663927867014im	-1.4257259475776425 + 0.381610677899057im
-0.0170251894695381 + 0.0im	-0.8673797095221427 - 0.056071245094304466im	-0.00035651021191355033 - 0.002129516715112306im	0.00017163525658421607 + 0.0010253247773282488im	-1.4196859766115013 + 0.3761303009027785im
-0.016856623237166433 + 0.0im	-0.8684523752246974 - 0.05620059891655575im	-0.0003561361084222238 - 0.0021456287092866734im	0.00017145496129440565 + 0.0010330826933175514im	-1.413707661266148 + 0.3708146704179956im
-0.01668972597739251 + 0.0im	-0.8695179244416742 - 0.05632961099480988im	-0.00035583321050419866 - 0.002161945280493586im	0.00017130891317983433 + 0.0010409391133916802im	-1.40779240341158 + 0.36565893819924217im
-0.01652448116573516 + 0.0im	-0.8705763427270722 - 0.05645832425531568im	-0.00035559873452304205 - 0.00217846925333705im	0.00017119579589155572 + 0.0010488953970687167im	-1.401941410595487 + 0.3606583558672615im
-0.01636087244132194 + 0.0im	-0.871627619911951 - 0.05658677812235789im	-0.0003554299738148066 - 0.0021952032871393567im	0.0001711143040634317 + 0.0010569528242693092im	-1.3961559199725715 + 0.35580827659030395im
-0.016198883605269245 + 0.0im	-0.8726717416298803 - 0.056715008205116525im	-0.0003553241931878937 - 0.002212149873656773im	0.00017106312045957498 + 0.0010651125942174756im	-1.3904367820281953 + 0.35110415633699993im
-0.01603849861907846 + 0.0im	-0.8737086923926738 - 0.05684304601358373im	-0.0003552786878016396 - 0.002229311335806782im	0.0001710409424754232 + 0.0010733758248284815im	-1.3847848384131636 + 0.34654155472709935im
-0.01587970160304798 + 0.0im	-0.8747384467893289 - 0.05697091870586903im	-0.0003552907042737978 - 0.0022466898274567794im	0.00017104644415112132 + 0.0010817435526078495im	-1.3792008481982543 + 0.34211613550683895im
-0.01572247683470097 + 0.0im	-0.8757609837342393 - 0.057098648868979654im	-0.00035535766545093664 - 0.002264287334316414im	0.0001710783844102634 + 0.0010902167330817912im	-1.3736853699340739 + 0.337823666676055im
-0.015566808747228683 + 0.0im	-0.8767762839051152 - 0.05722625433491402im	-0.0003554768350750742 - 0.0022821056759672604im	0.0001711354455738381 + 0.0010987962417752888im	-1.3682389360457523 + 0.33366002029431685im
-0.01541268192794919 + 0.0im	-0.8777843208605507 - 0.05735374803363134im	-0.00035564586856247436 - 0.002300146509054729im	0.00017121649857251546 + 0.0011074828757498014im	-1.3628618264216528 + 0.3296211719934054im
-0.015260081116781376 + 0.0im	-0.8787850618199485 - 0.057481137884177524im	-0.0003558619233030805 - 0.0023184113316575203im	0.0001713201745916938 + 0.0011162773557080018im	-1.357554466480187 + 0.3257032002233297im
-0.015108991204734036 + 0.0im	-0.8797784985645576 - 0.05760842672495479im	-0.00035612269551738414 - 0.002336901488840419im	0.00017144536425379075 + 0.0011251803286682913im	-1.3523169644743296 + 0.3219022852588254im
-0.014959397232409936 + 0.0im	-0.8807645755294033 - 0.05773561228381217im	-0.00035642614405956616 - 0.002355618179386001im	0.0001715910846531323 + 0.001134192371206974im	-1.3471495069460233 + 0.31821470799286306im
-0.014811284388524689 + 0.0im	-0.8817432941617585 - 0.05786268718832959im	-0.00035676978226083445 - 0.0023745624636906165im	0.00017175613841821213 + 0.0011433139932610552im	-1.3420520976819375 + 0.3146368485431717im
-0.014664638008440286 + 0.0im	-0.8827146220071244 - 0.0579896390163487im	-0.00035715177189800206 - 0.0023937352727995825im	0.00017193964040086764 + 0.0011525456424795793im	-1.3370246963506418 + 0.3111651846971079im
-0.014519443572713155 + 0.0im	-0.8836785360525193 - 0.058116450386486905im	-0.0003575700615792921 - 0.0024131374185461783im	0.00017214060285506208 + 0.001161887709106446im	-1.3320671612979322 + 0.3077962902194241im
-0.014375686705656589 + 0.0im	-0.8846350164997865 - 0.05824309908805968im	-0.0003580235512933711 - 0.002432769604748433im	0.00017235849606552915 + 0.001171340531372589im	-1.3271794342658143 + 0.30452683304657163im
-0.014233353173917414 + 0.0im	-0.8855840447819565 - 0.058369558249516236im	-0.0003585087287837382 - 0.00245263243940775im	0.0001725916291254646 + 0.0011809044013705158im	-1.3223612293748872 + 0.3013535733901916im
-0.014092428885066746 + 0.0im	-0.8865256216359972 - 0.05849579654419337im	-0.00035902605670592227 - 0.0024727264478431334im	0.0001728402245573462 + 0.0011905795713793783im	-1.317612346100646 + 0.298273361771321im
-0.0139528998862047 + 0.0im	-0.8874596984414574 - 0.058621778431890384im	-0.00035957362682207083 - 0.002493052086685296im	0.00017310336265690993 + 0.0012003662606040598im	-1.3129323022640034 + 0.2952831370056549im
-0.013814752362578911 + 0.0im	-0.8883862826335179 - 0.058747464434481686im	-0.0003601503348460287 - 0.0025136097586456im	0.0001733805155287275 + 0.0012102646622873584im	-1.3083209053289002 + 0.2923799241589426im
-0.013677972636216743 + 0.0im	-0.8893053829015799 - 0.05887281144350763im	-0.0003607553423166707 - 0.002534399827966106im	0.00017367127567826784 + 0.0012202749511501295im	-1.3037775847133586 + 0.28956083249024606im
-0.013542547164571032 + 0.0im	-0.8902169913973621 - 0.05899777305742676im	-0.0003613878717339171 - 0.0025554226364488137im	0.00017397527023075023 + 0.0012303972911103139im	-1.2993019571902769 + 0.286823053399401im
-0.01340846253917924 + 0.0im	-0.8911211217356757 - 0.05912229994596911im	-0.0003620474890597006 - 0.002576678519954873im	0.00017429229037464587 + 0.0012406318432282442im	-1.2948935160144226 + 0.2841638583935697im
-0.013275705484335881 + 0.0im	-0.8920177560307717 - 0.059246340238808134im	-0.0003627338285449897 - 0.002598167825257718im	0.0001746221602060756 + 0.0012509787738223923im	-1.290551733741514 + 0.2815805970863015im
-0.0131442628557781 + 0.0im	-0.8929069065305775 - 0.059369839935567846im	-0.0003634467950853954 - 0.0026198909271284033im	0.00017496483415967056 + 0.0012614382626969034im	-1.2862760413568137 + 0.2790706952410163im
-0.013014121639384257 + 0.0im	-0.8937886425896509 - 0.059492743334004665im	-0.0003641864707095991 - 0.0026418482455264724im	0.00017532035139384644 + 0.0012720105114199533im	-1.282065828448578 + 0.2766316528693027im
-0.012885268949885403 + 0.0im	-0.8946629414077466 - 0.059614993473045226im	-0.0003649531774775682 - 0.0026640402627657097im	0.0001756888568551668 + 0.0012826957515900022im	-1.2779204951957888 + 0.27426104239290194im
-0.012757692029589507 + 0.0im	-0.8955298288747026 - 0.05973653258724019im	-0.0003657473418989941 - 0.0026864675405213058im	0.0001760705909304339 + 0.0012934942530257163im	-1.2738393721786223 + 0.27195650687675244im
-0.012631378247118324 + 0.0im	-0.8963893722287327 - 0.059857302569085544im	-0.00036656961956103813 - 0.0027091307365431955im	0.00017646583370735426 + 0.0013044063318143596im	-1.2698217967117873 + 0.26971575833896166im
-0.012506315096156757 + 0.0im	-0.89724159411877 - 0.05997724543559711im	-0.0003674208369841334 - 0.0027320306209394265im	0.00017687499566031135 + 0.0013154323581532053im	-1.2658670705869073 + 0.2675365761421182im
-0.012382490194214611 + 0.0im	-0.8980865217075892 - 0.06009630379547001im	-0.0003683019943510194 - 0.00275516809189417im	0.000177298558745628 + 0.0013265727639186987im	-1.261974470431367 + 0.2654168054689358im
-0.012259891281400604 + 0.0im	-0.8989242449544529 - 0.06021442131314842im	-0.0003692142754092305 - 0.002778544190686368im	0.00017773709332325353 + 0.0013378280498988738im	-1.2581432346350618 + 0.2633543558838491im
-0.01213850621920852 + 0.0im	-0.8997547809320844 - 0.060331543166136675im	-0.00037015897265236034 - 0.002802160115877979im	0.00017819122214011432 + 0.0013491987926259246im	-1.2543726453283877 + 0.2613471999808607im
-0.012018322989315365 + 0.0im	-0.9005782138547802 - 0.0604476164919286im	-0.0003711375290488872 - 0.002826017236544638im	0.00017866164041795498 + 0.0013606856507477115im	-1.250661890579486 + 0.2593933721166999im
-0.011899329692391452 + 0.0im	-0.9013946027857149 - 0.0605625908210023im	-0.000372151479393521 - 0.002850117104426892im	0.0001791490876137143 + 0.001372289370879499im	-1.2470101767377815 + 0.25749096722717596im
-0.01178151454692223 + 0.0im	-0.902204017418699 - 0.06067641849242752im	-0.00037320250939069374 - 0.0028744614648863204im	0.00017965437586617728 + 0.001384010792880243im	-1.2434167150340818 + 0.2556381397235224im
-0.011664865888041812 + 0.0im	-0.9030065355793367 - 0.06078905504875916im	-0.0003742924795917103 - 0.002899052266558403im	0.00018017840152747552 + 0.0013958508545013604im	-1.2398806823307937 + 0.2538331024645205im
-0.011549372166378032 + 0.0im	-0.9038022301086265 - 0.06090045960704664im	-0.00037542314344057235 - 0.0029238916696025im	0.0001807220089734793 + 0.0014078105953599996im	-1.236401216173661 + 0.2520741257992919im
-0.011435021946908942 + 0.0im	-0.9045911869038615 - 0.06101059520296522im	-0.00037659615693044426 - 0.0029489820524589024im	0.0001812859973520357 + 0.0014198911601934338im	-1.2329774918281458 + 0.2503595366748286im
-0.011321803907830635 + 0.0im	-0.905373491090556 - 0.06111942910528473im	-0.00037781381028436213 - 0.0029743260170333793im	0.00018187146870101198 + 0.0014320938013563077im	-1.2296086283636456 + 0.24868771780163557im
-0.011209706839436272 + 0.0im	-0.9061492312579733 - 0.0612269330981125im	-0.0003790779554546 - 0.0029999263922412048im	0.0001824793157268084 + 0.0014444198805279504im	-1.2262937788592816 + 0.24705710687024907im
-0.01109871964300621 + 0.0im	-0.9069184985352862 - 0.06133308372859915im	-0.00038039039562788693 - 0.003025786235854852im	0.0001831104072460273 + 0.0014568708696028753im	-1.223032048980137 + 0.24546619581090587im
-0.010988831329709119 + 0.0im	-0.907681386624905 - 0.06143786251806233im	-0.0003817531274937651 - 0.003051908834612548im	0.00018376570526648417 + 0.0014694483507438861im	-1.2198225581704443 + 0.24391353008825314im
-0.010880031019513979 + 0.0im	-0.9084379998941887 - 0.06154125613476573im	-0.0003831680262194869 - 0.003078297702558567im	0.00018444611329838264 + 0.00148215401558374im	-1.2166644128739659 + 0.24239770802271937im
-0.01077230794011285 + 0.0im	-0.9091884093094478 - 0.06164325652689225im	-0.00038463695116760003 - 0.0031049565776003984im	0.00018515252725549453 + 0.0014949896635681928im	-1.213556719262036 + 0.24091738012999178im
-0.010665651425854307 + 0.0im	-0.9099327341358677 - 0.06174386101456124im	-0.00038616157058228497 - 0.0031318894162823316im	0.00018588575104286025 + 0.0015079571994402595im	-1.2104985747504278 + 0.2394712484699938im
-0.010560050916687432 + 0.0im	-0.9106710658968905 - 0.061843072340058355im	-0.0003877436436851328 - 0.0031591003867902545im	0.00018664665959094084 + 0.0015210586298727508im	-1.2074890523445478 + 0.2380580659968026im
-0.010455495957116269 + 0.0im	-0.9114035015114684 - 0.061940898675780114im	-0.0003893847124604886 - 0.003186593860217294im	0.00018743591441763963 + 0.0015342960592633834im	-1.2045272870746722 + 0.23667663590109655im
-0.010351976195164623 + 0.0im	-0.9121301373823255 - 0.06203735358972708im	-0.0003910860641906894 - 0.003214374400135289im	0.00018825421764578256 + 0.001547671684714126im	-1.2016124050509174 + 0.23532581093696134im
-0.010249481381351112 + 0.0im	-0.9128510686595699 - 0.06213245596871452im	-0.0003928490214577967 - 0.0032424467505322617im	0.00018910217958387017 + 0.0015611877902237136im	-1.1987433341585574 + 0.2340044927252373im
-0.010148001367674369 + 0.0im	-0.913566402277633 - 0.06222622989980716im	-0.00039467466375371196 - 0.0032708158221907545im	0.00018998032070587193 + 0.0015748467401294295im	-1.1959193468999272 + 0.2327116310260049im
-0.010047526106608286 + 0.0im	-0.9142761934474158 - 0.062318704510817356im	-0.0003965639016588569 - 0.0032994866775968752im	0.0001908890801646224 + 0.0015886509718413577im	-1.1931394729857165 + 0.2314462229733239im
-0.009948045650107214 + 0.0im	-0.9149805648930187 - 0.06240991377103132im	-0.0003985175116512759 - 0.0033284645144837015im	0.00019182883254402567 + 0.0016026029879190552im	-1.1904028173066443 + 0.23020731226592114im
-0.009849550148621003 + 0.0im	-0.9156795929403305 - 0.062499896253648955im	-0.0004005359719862126 - 0.003357754648126595im	0.00019279980884340182 + 0.0016167053475472106im	-1.1877085026117118 + 0.22899398830818127im
-0.009752029850119805 + 0.0im	-0.9163733600617868 - 0.06258869486172616im	-0.00040261961472953583 - 0.003387362492520619im	0.00019380216967279965 + 0.0016309606574729687im	-1.1850556447161242 + 0.22780538529649222im
-0.00965547509912852 + 0.0im	-0.9170619452275194 - 0.06267635651970936im	-0.00040476854832402097 - 0.00341729354058238im	0.0001948359679718981 + 0.0016453715624735004im	-1.182443362467856 + 0.22664068124678602im
-0.009559876335770812 + 0.0im	-0.9177454232199682 - 0.0627629318329228im	-0.0004069826365926589 - 0.003447553343529755im	0.00019590113889604634 + 0.0016599407354276334im	-1.1798708035927135 + 0.22549909695989548im
-0.009465224094822587 + 0.0im	-0.918423865154275 - 0.06284847471763456im	-0.00040926152960094785 - 0.003478147489602851im	0.000196997514676891 + 0.0016746708670702334im	-1.1773371017076577 + 0.2243798949222132im
-0.009371509004774839 + 0.0im	-0.9190973485916629 - 0.06293304200456423im	-0.0004116046397068733 - 0.0035090815822985373im	0.00019812481308753634 + 0.001689564655512308im	-1.174841431927813 + 0.2232823781399942im
-0.00927872178690578 + 0.0im	-0.9197659023199524 - 0.06301669301891523im	-0.0004140111544118605 - 0.003540361218298268im	0.00019928264362973545 + 0.0017046247956133762im	-1.1723829955159104 + 0.22220588890653215im
-0.009186853254362158 + 0.0im	-0.9204296112163555 - 0.06309948914020491im	-0.00041648003013739177 - 0.0035719919652753463im	0.00020047050453570457 + 0.0017198539682956912im	-1.16996091344345 + 0.22114980750233457im
-0.009095894311249662 + 0.0im	-0.9210885175676624 - 0.0631814933453377im	-0.0004190100178485109 - 0.003603979339772319im	0.0002016877951045865 + 0.0017352548298921794im	-1.1675744305998064 + 0.22011355082931475im
-0.009005835951732339 + 0.0im	-0.9217426663524343 - 0.06326276973850405im	-0.00042159960324801235 - 0.0036363287853425925im	0.000202933786903155 + 0.0017508300016215177im	-1.1652227686889611 + 0.21909657098089216im
-0.00891666925914093 + 0.0im	-0.9223920838967082 - 0.06334338307160219im	-0.00042424708583308537 - 0.003669045651151952im	0.00020420766183204368 + 0.0017665820592845725im	-1.162905167555871 + 0.21809835375076722im
-0.008828385405090029 + 0.0im	-0.9230368462785049 - 0.06342339825896372im	-0.0004269506226521531 - 0.003702135171235726im	0.0002055085331921864 + 0.0017825135232764728im	-1.160620881160667 + 0.2171184170839665im
-0.008740975648603988 + 0.0im	-0.9236769385136746 - 0.06350287989021663im	-0.0004297080913721626 - 0.0037356024446058393im	0.00020683537975028755 + 0.0017986268490077686im	-1.1583692103576426 + 0.21615630947455636im
-0.008654431335251473 + 0.0im	-0.9243124025729857 - 0.06358189174514133im	-0.0004325173103827958 - 0.003769452416398514im	0.00020818715171542893 + 0.001814924417826645im	-1.1561494451776886 + 0.2152116083151769im
-0.008568743896288587 + 0.0im	-0.9249432497339886 - 0.06366049631437132im	-0.00043537573865353645 - 0.003803689860248699im	0.000209562626225541 + 0.0018314085285316608im	-1.1539609087565217 + 0.21428391820427303im
-0.008483904847810482 + 0.0im	-0.9255694959460435 - 0.06373875432974715im	-0.00043828098425089046 - 0.0038383193620705157im	0.00021096065218537753 + 0.0018480813895614251im	-1.15180296230791 + 0.21337286921752294im
-0.008399905789911368 + 0.0im	-0.9261911459342463 - 0.06381672430806785im	-0.0004412302990724271 - 0.0038733453054147454im	0.0002123799069912562 + 0.0018649451119435397im	-1.1496749367734835 + 0.21247811515058573im
-0.00831673840585284 + 0.0im	-0.9268082263296846 - 0.06389446211188013im	-0.0004442209548779698 - 0.003908771858564712im	0.0002138190775808735 + 0.0018820017030804516im	-1.1475762431946057 + 0.2115993317407849im
-0.008234394461240436 + 0.0im	-0.927420672268082 - 0.06397202053082356im	-0.00044725008293387505 - 0.003944602963520204im	0.00021527678322598868 + 0.0018992530614443317im	-1.1455062985733566 + 0.2107362148758082im
-0.008152865803208353 + 0.0im	-0.9280285464647384 - 0.06404944888688735im	-0.00045031485566087993 - 0.003980842327006374im	0.00021675166298748387 + 0.0019167009722468994im	-1.143464534781367 + 0.2098884787978741im
-0.00807214435961223 + 0.0im	-0.9286317805857567 - 0.0641267926667555im	-0.0004534125276720827 - 0.004017493413630167im	0.000218242395480178 + 0.0019343471041431699im	-1.1414504139044563 + 0.2090558543120936im
-0.007992222138229931 + 0.0im	-0.929230424391481 - 0.06420409318420299im	-0.00045653970379489525 - 0.00405455944129113im	0.00021974734642356717 + 0.001952193007020613im	-1.1394634203087342 + 0.2082380870079919im
-0.00791309122597023 + 0.0im	-0.929824412974835 - 0.06428138727527863im	-0.0004596939568741567 - 0.004092043378936688im	0.00022126534760804503 + 0.0019702401109170722im	-1.1375030609702663 + 0.20743493550324685im
-0.007834743788089335 + 0.0im	-0.93041375230375 - 0.06435870702874541im	-0.0004628723265043398 - 0.0041299479467338555im	0.00022279497403766474 + 0.001988489726102136im	-1.1355688664785848 + 0.20664616971876296im
-0.007757172067415183 + 0.0im	-0.9309983801535221 - 0.06443607955398277im	-0.0004660721003356239 - 0.004168275618710658im	0.00022433492012445628 + 0.002006943044347558im	-1.1336603879855156 + 0.20587156919414837im
-0.0076803683835793895 + 0.0im	-0.9315783107967549 - 0.0645135267882528im	-0.00046929065392488454 - 0.004207028627900505im	0.00022588392258172675 + 0.0020256011414028184im	-1.1317772010004017 + 0.20511092145251575im
-0.007604325132256821 + 0.0im	-0.932153505532735 - 0.06459106534492669im	-0.0004725254018279452 - 0.0042462089740026784im	0.00022744073686467293 + 0.0020444649806820605im	-1.1299188998082499 + 0.20436402042333637im
-0.007529034784412694 + 0.0im	-0.9327239347837165 - 0.06466870640394326im	-0.0004757740490289876 - 0.0042858184335507745im	0.00022900425824062118 + 0.002063535418158576im	-1.1280851037139952 + 0.2036306649317579im
-0.007454489885557123 + 0.0im	-0.9332895740882189 - 0.06474645564543666im	-0.00047903446552115925 - 0.004325858572559939im	0.00023057346139606678 + 0.002082813208452768im	-1.126275443580116 + 0.20291065726242533im
-0.007380683055007053 + 0.0im	-0.9338503931922487 - 0.06482431322712791im	-0.00048230470032609727 - 0.004366330761602248im	0.00023214740718571346 + 0.0021022990120891593im	-1.124489578349343 + 0.20220380180540248im
-0.0073076069851554975 + 0.0im	-0.9344063655999995 - 0.0649022738057272im	-0.0004855830341928037 - 0.0044072361932379085im	0.0002337252680059633 + 0.0021219934038877127im	-1.1227271815399409 + 0.2015099037912496im
-0.007235254440748017 + 0.0im	-0.9349574625300667 - 0.06498032660224454im	-0.0004888680656507209 - 0.004448575901708964im	0.0002353063692294282 + 0.0021418968824444885im	-1.1209879380332346 + 0.20082876812173786im
-0.007163618258166354 + 0.0im	-0.9355036608730379 - 0.06505845551075319im	-0.0004921585735201292 - 0.004490350784781035im	0.00023689012300627462 + 0.0021620098806465157im	-1.1192715580614432 + 0.20016019830202111im
-0.007092691344719162 + 0.0im	-0.9360449366041369 - 0.06513663924980591im	-0.0004954536695993653 - 0.004532561627598492im	0.00023847610177904705 + 0.0021823327771561232im	-1.1175777599541956 + 0.19950399547937767im
-0.007022466677939764 + 0.0im	-0.9365812915167332 - 0.06521485155536028im	-0.0004987528305808132 - 0.004575209128398613im	0.00024006405364774639 + 0.0022028659087903165im	-1.1159062753875508 + 0.1988599575928899im
-0.006952937304890856 + 0.0im	-0.9371126505291153 - 0.06529306141373845im	-0.0005020557998844419 - 0.004618293925911712im	0.00024165385510973504 + 0.002223609583711936im	-1.114256853377295 + 0.19822787863761157im
-0.006884096341476095 + 0.0im	-0.9376390271728557 - 0.06537123333282178im	-0.0005053626777789284 - 0.004661816628256555im	0.0002432455544479956 + 0.0022445640953407857im	-1.1126292520264853 + 0.19760754804596017im
-0.0068159369717585095 + 0.0im	-0.9381604294590469 - 0.06544932764937643im	-0.0005086738938952436 - 0.004705777843124026im	0.00024483935849812166 + 0.0022657297368850354im	-1.1110232297274056 + 0.19699875018819218im
-0.006748452447285653 + 0.0im	-0.9386768345422053 - 0.06552730087011004im	-0.0005119902964365432 - 0.004750178209026983im	0.00024643567560175036 + 0.0022871068163860114im	-1.1094385637540476 + 0.19640126399295335im
-0.006681636086421439 + 0.0im	-0.9391882288221466 - 0.06560510604379181im	-0.0005153128979660464 - 0.00479501842738107im	0.0002480349932064578 + 0.0023086956721630743im	-1.1078750137206308 + 0.19581486268798767im
-0.006615481273684593 + 0.0im	-0.9396946418156613 - 0.06568269316151006im	-0.0005186435484334305 - 0.004840299295169333im	0.0002496382019263337 + 0.002330496688539649im	-1.1063324292796242 + 0.1952393136602026im
-0.006549981459093656 + 0.0im	-0.9401960525676929 - 0.06576000958191724im	-0.000521983808673638 - 0.004886021737933925im	0.0002512460531328071 + 0.0023525103117267437im	-1.1048105353503939 + 0.19467437843338395im
-0.006485130157518472 + 0.0im	-0.940692479495951 - 0.06583700047810648im	-0.0005253360109376459 - 0.0049321868428302456im	0.0002528596696014302 + 0.0023747370657366002im	-1.1033091474860908 + 0.19411981276097762im
-0.006420920948038091 + 0.0im	-0.9411839388712641 - 0.06591360930258364im	-0.0005287027510903643 - 0.004978795891473116im	0.0002544803010053866 + 0.0023971775681962204im	-1.101828059970226 + 0.19357536683048315im
-0.00635734747330504 + 0.0im	-0.9416704519960984 - 0.06598977826665216im	-0.0005320869380252402 - 0.005025850392301013im	0.00025610934771047524 + 0.0024198325459289065im	-1.1003670677256534 + 0.19304078557517126im
-0.006294403438915882 + 0.0im	-0.942152046051866 - 0.06606544883040741im	-0.0005354918024944783 - 0.005073352112183054im	0.00025774836502811475 + 0.002442702850171263im	-1.0989259644600546 + 0.19251580908803062im
-0.006232082612788002 + 0.0im	-0.942628751119438 - 0.06614056219944368im	-0.0005389208919412445 - 0.0051213031069943325im	0.0002593990608082947 + 0.0024657894712934963im	-1.0975045460378636 + 0.1920001731320837im
-0.0061703788245425755 + 0.0im	-0.9431006135894802 - 0.0662150598243223im	-0.0005423780416930484 - 0.005169705750888489im	0.000261063281161449 + 0.0024890935528925394im	-1.0961025996056373 + 0.19149360974049676im
-0.006109285964893639 + 0.0im	-0.9435676626187434 - 0.0662888838988177im	-0.0005458673147919438 - 0.00521856276400203im	0.0002627429823128742 + 0.0025126164051301352im	-1.0947198988897417 + 0.19099584789924495im
-0.006048797985043207 + 0.0im	-0.9440299424274065 - 0.06636197785296574im	-0.0005493930919514284 - 0.005267877238332835im	0.00026444027309089664 + 0.002536359517191893im	-1.0933562363216918 + 0.19050661430448712im
-0.005988908896082383 + 0.0im	-0.944487552162377 - 0.06643428683697283im	-0.0005529598696920108 - 0.005317652661545613im	0.0002661573181441747 + 0.002560324568748281im	-1.0920114193361872 + 0.19002563418626725im
-0.005929612768398399 + 0.0im	-0.9449404779507198 - 0.06650575819211266im	-0.0005565724183663748 - 0.005367892938469676im	0.00026789641395266826 + 0.002584513440304546im	-1.0906851737768022 + 0.18955263218968688im
-0.005870903731087523 + 0.0im	-0.9453888408210078 - 0.0665763419048368im	-0.0005602356131035339 - 0.0054186024100690245im	0.00026965990742577097 + 0.0026089282223337017im	-1.0893772654980578 + 0.18908733330429342im
-0.005812775971373785 + 0.0im	-0.9458326656719083 - 0.06664599104045373im	-0.0005639544470528909 - 0.00546978586968196im	0.00027145020228379086 + 0.0026335712230948945im	-1.0880874756525778 + 0.18862946383210746im
-0.005755223734033451 + 0.0im	-0.9462720430217861 - 0.06671466215289067im	-0.0005677339763139703 - 0.005521448576346077im	0.00027326973254028264 + 0.0026584449750485205im	-1.0868155499494934 + 0.18817875238446935im
-0.005698241320825199 + 0.0im	-0.9467070672803233 - 0.06678231566723897im	-0.0005715793609464459 - 0.005573596265045733im	0.000275120991887607 + 0.0026835522397896244im	-1.0855612268745014 + 0.18773493089772075im
-0.005641823089925939 + 0.0im	-0.9471378031866305 - 0.06684891623199712im	-0.0005754957654071028 - 0.005626235153741449im	0.00027700643759185945 + 0.002708896011431957im	-1.084324241775762 + 0.18729773565765778im
-0.005585963455372217 + 0.0im	-0.9475643346591902 - 0.06691443303816505im	-0.0005794882883300287 - 0.005679371947065275im	0.00027892855301296914 + 0.0027344795183868067im	-1.0831043261869582 + 0.18686690832269168im
-0.005530656886507146 + 0.0im	-0.9479867465475187 - 0.06697884010260353im	-0.000583561978635303 - 0.005733013836591691im	0.00028088975903622486 + 0.002760306223493115im	-1.0819012072216072 + 0.18644219693574238im
-0.005475897907432818 + 0.0im	-0.9484051407036873 - 0.06704211651335822im	-0.000587721785961983 - 0.0057871684976208695im	0.0002828924383708165 + 0.002786379822468424im	-1.0807145619749838 + 0.18602335691505298im
-0.005421681096468137 + 0.0im	-0.9488195629395835 - 0.06710424663494531im	-0.0005919725165523574 - 0.005841844082438994im	0.00028493890467770486 + 0.002812704240663671im	-1.0795441369728276 + 0.18561015201435846im
-0.0053680010856120165 + 0.0im	-0.9492301490159915 - 0.0671652202719189im	-0.0005963187854796337 - 0.005897049210049497im	0.0002870313795695541 + 0.002839283628118857im	-1.0783896470510164 + 0.18520235524317538im
-0.005314852560011897 + 0.0im	-0.9496369777719165 - 0.0672250327893686im	-0.0006007650083918618 - 0.00595279295239834im	0.0002891719886371057 + 0.002866122352930784im	-1.077250733382792 + 0.18479974973836788im
-0.005262230257437522 + 0.0im	-0.9500401403711294 - 0.06728368518933928im	-0.0006053153544260925 - 0.006009084817146905im	0.00029136273877947985 + 0.0028932249929585507im	-1.0761271087277067 + 0.184402129578626im
-0.005210128967759923 + 0.0im	-0.9504397294389836 - 0.06734118414252038im	-0.000609973625787705 - 0.0060659347270755545im	0.0002936054602249081 + 0.0029205963259068914im	-1.0750184325194139 + 0.18400930053403192im
-0.005158543532435568 + 0.0im	-0.9508358369698638 - 0.0673975419749049im	-0.0006147434189176624 - 0.006123352996231436im	0.00029590188413262285 + 0.002948241317841994im	-1.0739244547941147 + 0.18362108074348554im
-0.005107468843995612 + 0.0im	-0.9512285542367687 - 0.06745277660948071im	-0.0006196279102691673 - 0.00618135030296343im	0.0002982535394471517 + 0.002976165110208598im	-1.072844799106973 + 0.18323730131342947im
-0.005056899845540209 + 0.0im	-0.9516179685266924 - 0.06750691146337826im	-0.0006246298983936756 - 0.006239937660016275im	0.00030066177316601995 + 0.0030043730054312217im	-1.0717791567487052 + 0.18285780683202496im
-0.005006831530237831 + 0.0im	-0.9520041667222355 - 0.06755997530125395im	-0.0006297517889898527 - 0.006299126381883973im	0.0003031277431400156 + 0.003032870451195862im	-1.0707271978389044 + 0.1824824557936841im
