w	A_d-self_d	Ac_d-self_d	A_d-selfc_d	Ac_d-selfc_d
-0.004022469458402935 + 0.0im	-0.9120062241872634 - 0.1309145224522152im	0.00022229106034184668 - 0.0035349314237988713im	-0.000461810376985485 + 0.007341633102425677im	-1.0296254500455793 + 0.07923706746742606im
-0.003982643028121718 + 0.0im	-0.9125944358968429 - 0.1310765406660956im	0.0002247915029931671 - 0.003571585388686548im	-0.0004670035769971624 + 0.007417758432422995im	-1.0292459229776558 + 0.07917533292090137im
-0.003943210918932394 + 0.0im	-0.9131782840746673 - 0.13123832615962905im	0.00022733754923177847 - 0.003608631619916852im	-0.0004722914546086496 + 0.007494698453260419im	-1.0288698235047404 + 0.07911473744201737im
-0.0039041692266657364 + 0.0im	-0.9137577159679214 - 0.1313999263772017im	0.00022993115847376526 - 0.0036460721733075447im	-0.00047767807857076463 + 0.007572457435625899im	-1.028497127861442 + 0.0790553306623743im
-0.0038655140858076596 + 0.0im	-0.9143326629342698 - 0.13156137911364532im	0.00023257472711085494 - 0.003683908956942865im	-0.0004831684252431734 + 0.00765103934341119im	-1.028127825757581 + 0.07899715881747316im
-0.0038272416691164947 + 0.0im	-0.9149030491120811 - 0.13172271231354882im	0.00023526968781566716 - 0.0037221437471342306im	-0.0004887654694403706 + 0.007730447866859536im	-1.0277619244653393 + 0.07894026432328329im
-0.003789348187244054 + 0.0im	-0.9154688035883176 - 0.13188394395406644im	0.00023801756392660038 - 0.0037607782063641564im	-0.0004944723743080828 + 0.00781068645983207im	-1.0273994420033858 + 0.07888468538590168im
-0.00375182988836045 + 0.0im	-0.9160298600091231 - 0.13204508201229476im	0.0002408198054833137 - 0.0037998139031150805im	-0.0005002921508130086 + 0.007891758380989041im	-1.0270403485667485 + 0.07883045564745797im
-0.0037146830577826236 + 0.0im	-0.9165861375598027 - 0.13220612451759822im	0.0002436774097791094 - 0.0038392523334671775im	-0.0005062268696275199 + 0.007973666738644884im	-1.0266847008514979 + 0.07877760387111413im
-0.003677904017606558 + 0.0im	-0.9171375693792 - 0.1323670596885847im	0.0002465912648217996 - 0.0038790949443322023im	-0.0005122783744862056 + 0.008056414539021065im	-1.0263324996909118 + 0.0787261536676831im
-0.003641489126343127 + 0.0im	-0.9176840922725934 - 0.13252786615373577im	0.00024956191958573615 - 0.003919343158174055im	-0.0005184478050203311 + 0.008140004737586772im	-1.0259837680696218 + 0.07867612326604886im
-0.003605434778557551 + 0.0im	-0.9182256376865694 - 0.13268851325402078im	0.0002525896262560886 - 0.003959998399051481im	-0.0005247356845015777 + 0.008224440293145265im	-1.0256385291084587 + 0.0786275253292059im
-0.003569737404512427 + 0.0im	-0.9187621568128763 - 0.13284896142515462im	0.0002556742251228306 - 0.00400106211980384im	-0.0005311416807493868 + 0.008309724224294369im	-1.0252968044093802 + 0.07858036681735943im
-0.003534393469814284 + 0.0im	-0.9192935794173257 - 0.13300916265650678im	0.00025881564901779325 - 0.004042535830187792im	-0.0005376656538617163 + 0.00839585966786185im	-1.024958622149224 + 0.07853464889914365im
-0.0034993994750636475 + 0.0im	-0.9198198689918621 - 0.13316906102304166im	0.000262013096807693 - 0.004084421125760894im	-0.0005443059395610859 + 0.008482849938891935im	-1.0246240093202614 + 0.07849036691161365im
-0.003464751955508562 + 0.0im	-0.9203409842324438 - 0.13332859328607377im	0.00026526572978536743 - 0.004126719717297645im	-0.0005510607955954663 + 0.008570698591737678im	-1.0242929941448102 + 0.07844751036927318im
-0.0034304474807015464 + 0.0im	-0.9208568773736943 - 0.13348768955804952im	0.0002685722812069631 - 0.004169433460514696im	-0.0005579275907514114 + 0.008659409481795326im	-1.0239656012062543 + 0.07840606302199225im
-0.003396482654159947 + 0.0im	-0.9213675592410483 - 0.13364627402604154im	0.0002719314295618358 - 0.004212564385874618im	-0.0005649035801268292 + 0.008748986827401935im	-1.023641857689444 + 0.07836600296127265im
-0.0033628541130296505 + 0.0im	-0.921872962010765 - 0.13380426572815524im	0.0002753413362035222 - 0.004256114728232375im	-0.0005719849448046712 + 0.00883943527140623im	-1.023321787992396 + 0.07832730277392275im
-0.003329558527752129 + 0.0im	-0.9223731278334066 - 0.13396157937660486im	0.0002787999017120787 - 0.00430008695608474im	-0.0005791673896307878 + 0.008930759941914642im	-1.0230054153366714 + 0.078289929741816im
-0.0032965926017347815 + 0.0im	-0.9228680247264288 - 0.13411812622082245im	0.0002823049568336769 - 0.004344483800181255im	-0.0005864462131615681 + 0.009022966511711587im	-1.0226927601709845 + 0.07825384608603289im
-0.003263953071024536 + 0.0im	-0.9233576675002741 - 0.1342738149436312im	0.0002858537341696595 - 0.004389308281255538im	-0.0005938158636485773 + 0.00911606125585259im	-1.022383839035802 + 0.0782190092533264im
-0.003231636703984689 + 0.0im	-0.9238420837282227 - 0.13442855258322364im	0.0002894437123367935 - 0.004434563736637759im	-0.0006012710390441112 + 0.009210051106933874im	-1.0220786660985848 + 0.0781853722425047im
-0.0031996403009749395 + 0.0im	-0.9243212966919273 - 0.13458224547346775im	0.00029307185406220415 - 0.004480253845513333im	-0.0006088054312045342 + 0.009304943707550074im	-1.0217772565074326 + 0.07815288396800556im
-0.0031679606940345937 + 0.0im	-0.924795364643093 - 0.13473480019489156im	0.0002967350526557251 - 0.004526382652598887im	-0.0006164125878519205 + 0.009400747459465099im	-1.021479606591291 + 0.07812148965763302im
-0.0031365947465689047 + 0.0im	-0.9252643182874151 - 0.1348861245286032im	0.000300429939224349 - 0.004572954590014781im	-0.0006240855131709972 + 0.009497471569037252im	-1.0211857303501062 + 0.07809113128115594im
-0.0031055393530385195 + 0.0im	-0.9257282232925163 - 0.13503612840534712im	0.0003041529432790663 - 0.004619974497143344im	-0.0006318167887217528 + 0.009595126088460889im	-1.0208956212111555 + 0.07806174800621524im
-0.0030747914386519996 + 0.0im	-0.9261871458240453 - 0.13518472484193653im	0.0003079010361488155 - 0.0046674476382739276im	-0.0006396001273751276 + 0.009693721952411808im	-1.0206092682785073 + 0.07803327667777524im
-0.0030443479590613856 + 0.0im	-0.9266411850715301 - 0.13533183085736897im	0.0003116702658149504 - 0.004715379717849843im	-0.0006474273203278493 + 0.00979327100971178im	-1.020326661137156 + 0.07800565231715874im
-0.003014205900060778 + 0.0im	-0.9270904214872671 - 0.1354773683610891im	0.0003154571487042671 - 0.004763776893147362im	-0.0006552911327478641 + 0.009893786049659983im	-1.020047783044149 + 0.07797880863656098im
-0.0029843622772878988 + 0.0im	-0.927534941158685 - 0.1356212650060643im	0.00031925803888210354 - 0.004812645784234544im	-0.0006631839926180913 + 0.009995280822714931im	-1.0197726067664914 + 0.07795267856480759im
-0.0029548141359286126 + 0.0im	-0.9279748508738875 - 0.13576345499960532im	0.00032306937002957447 - 0.004861993481076035im	-0.0006710984932556984 + 0.010097770055248914im	-1.0195011101784666 + 0.07792719478004154im
-0.002925558550424369 + 0.0im	-0.928410273737446 - 0.135903879865187im	0.0003268876348954079 - 0.004911827547670282im	-0.0006790273509019862 + 0.010201269458139268im	-1.0192332586292743 + 0.07790229024497104im
-0.0028965926241825432 + 0.0im	-0.9288413115297429 - 0.13604248914890252im	0.00033070941856355 - 0.0049621560231269im	-0.000686963473276628 + 0.010305795729004663im	-1.0189690111962715 + 0.07787789874029538im
-0.0028679134892896467 + 0.0im	-0.9292681112935282 - 0.13617924106461443im	0.00033453159365031223 - 0.00501298741961452im	-0.0006949003656741163 + 0.010411366547941791im	-1.0187083120062 + 0.0778539553919466im
-0.002839518306227373 + 0.0im	-0.9296907993853513 - 0.13631410307233896im	0.0003383509550234816 - 0.005064330717132841im	-0.0007028313712511475 + 0.010518000566666465im	-1.018451148094425 + 0.0778303971878388im
-0.0028114042635914585 + 0.0im	-0.9301095111880749 - 0.13644705238492746im	0.00034216468964723613 - 0.005116195355086867im	-0.000710750648486302 + 0.010625717391013248im	-1.0181974263394593 + 0.07780716347991165im
-0.002783568577813325 + 0.0im	-0.9305243906025881 - 0.1365780763986681im	0.00034597022336363376 - 0.0051685912206662485im	-0.0007186528513734873 + 0.010734537556799642im	-1.0179471004975367 + 0.07778419646737475im
-0.00275600849288448 + 0.0im	-0.9309355581209119 - 0.13670717304402863im	0.00034976519047832374 - 0.0052215286340576315im	-0.0007265330670366854 + 0.01084448249911313im	-1.0177001082822923 + 0.07776144165722042im
-0.0027287212800836437 + 0.0im	-0.9313431554701147 - 0.13683435105338806im	0.00035354783302903606 - 0.005275018330543689im	-0.000734387644843063 + 0.010955574515132037im	-1.017456362846003 + 0.07773884829825925im
-0.002701704237706578 + 0.0im	-0.9317473670364432 - 0.1369596301432663im	0.00035731625164870973 - 0.005329071439567602im	-0.0007422126404477702 + 0.011067836720644328im	-1.0172158404041454 + 0.07771636978515525im
-0.002674954690798592 + 0.0im	-0.9321482960367232 - 0.13708304110922734im	0.00036106943795917353 - 0.005383699460867162im	-0.0007500059600616714 + 0.011181293000480222im	-1.0169784322571331 + 0.0776939640291802im
-0.002648469990889695 + 0.0im	-0.9325460973202149 - 0.13720462583232831im	0.00036480657657050387 - 0.005438914237807361im	-0.000757765910704724 + 0.01129596795312677im	-1.0167440286827027 + 0.07767159379268244im
-0.002622247515732371 + 0.0im	-0.9329408973977094 - 0.1373244371966833im	0.00036852713671270285 - 0.005494727928064462im	-0.0007654913905214449 + 0.011411886829841617im	-1.016512605674378 + 0.07764922698456404im
-0.0025962846690419515 + 0.0im	-0.9333328720216312 - 0.13744253891842073im	0.0003722314579557907 - 0.00555115297183786im	-0.0007731831053117102 + 0.011529075468632606im	-1.0162840575462047 + 0.07762683691437211im
-0.0025705788802395557 + 0.0im	-0.9337221048491896 - 0.1375590052870044im	0.0003759199465175977 - 0.005608202057788243im	-0.000780841899259816 + 0.011647560223515131im	-1.0160582995325262 + 0.0776044025029532im
-0.00254512760419758 + 0.0im	-0.9341087698991907 - 0.13767392082059815im	0.0003795938819553926 - 0.00566588808692149im	-0.0007884704304382626 + 0.011767367889503314im	-1.015835259694663 + 0.07758190844796785im
-0.002519928320987703 + 0.0im	-0.9344929528727637 - 0.1377873798378253im	0.0003832547503902054 - 0.005724224134657433im	-0.0007960717858913896 + 0.011888525623831355im	-1.015614811739087 + 0.07755934534292788im
-0.0024949785356313888 + 0.0im	-0.9348747781880784 - 0.13789948594894127im	0.0003869049046020251 - 0.005783223411340289im	-0.0008036508526690396 + 0.012011060863938595im	-1.0153969077697318 + 0.07753670974879433im
-0.0024702757778528603 + 0.0im	-0.9352543694590115 - 0.13801035147008242im	0.00039054703047538495 - 0.005842899221463864im	-0.0008112132096229746 + 0.012135001242785404im	-1.0151814493630773 + 0.07751400421755626im
-0.0024458176018345153 + 0.0im	-0.9356317854616777 - 0.13812009676485837im	0.0003941844357707595 - 0.005903264921898611im	-0.0008187657271837212 + 0.012260374502096313im	-1.014968351611333 + 0.07749123726759263im
-0.0024216015859747676 + 0.0im	-0.9360071268335854 - 0.13822884951814052im	0.00039782106351777776 - 0.005964333879419911im	-0.0008263165951753688 + 0.012387208404151773im	-1.0147575309351493 + 0.07746842331100838im
-0.002397625332648285 + 0.0im	-0.9363804987973194 - 0.13833674394743126im	0.00040146118539388523 - 0.006026119427846305im	-0.0008338746859692573 + 0.012515530642770152im	-1.0145489061819568 + 0.07744558253351706im
-0.0023738864679685987 + 0.0im	-0.9367519511501713 - 0.13844391995770247im	0.0004051098782682998 - 0.006088634825104482im	-0.0008414505442499469 + 0.012645368754137637im	-1.0143423984607478 + 0.0774227407278179im
-0.002350382641553068 + 0.0im	-0.9371215553833845 - 0.13855052224603612im	0.0004087726862138576 - 0.006151893210542226im	-0.0008490556850304932 + 0.012776750028153261im	-1.0141379588673554 + 0.0773999290817867im
-0.002327111526290166 + 0.0im	-0.9374893095964767 - 0.13865669936280264im	0.00041245567508882045 - 0.006215907562813396im	-0.0008567027070049782 + 0.012909701420962177im	-1.0139354334035338 + 0.07737718392315293im
-0.0023040708181090754 + 0.0im	-0.937855319575648 - 0.1387626027364592im	0.000416165425174584 - 0.0062806906586589im	-0.0008644052772704533 + 0.013044249469349739im	-1.0137348432955955 + 0.07735454642267911im
-0.0022812582357515598 + 0.0im	-0.9382195248422671 - 0.13886838566933707im	0.00041990904933466325 - 0.0063462550329047495im	-0.0008721781690336688 + 0.01318042020766361im	-1.0135360787201813 + 0.07733206225818205im
-0.0022586715205460987 + 0.0im	-0.938582008060655 - 0.13897420231202326im	0.0004236941116688002 - 0.006412612939993154im	-0.0008800370926642609 + 0.013318239087919825im	-1.0133390959027924 + 0.07730978124204012im
-0.002236308436184256 + 0.0im	-0.9389426808900937 - 0.1390802066241086im	0.00042752859444584714 - 0.006479776317354651im	-0.0008879986270124543 + 0.013457730903732586im	-1.013143837163004 + 0.07728775691511301im
-0.0022141667684992634 + 0.0im	-0.9393016167523811 - 0.13918655132918875im	0.0004314211503139692 - 0.006547756750918697im	-0.0008960807432551429 + 0.013598919718685461im	-1.012950278752181 + 0.07726604611025696im
-0.0021922443252467955 + 0.0im	-0.9396587365306548 - 0.13929338687204595im	0.00043538044742663103 - 0.006616565443047149im	-0.0009043014447284908 + 0.013741828799734715im	-1.0127583266055682 + 0.07724470848885188im
-0.0021705389358879163 + 0.0im	-0.9400139990375724 - 0.13940086038593066im	0.0004394156654962193 - 0.0066862131831597615im	-0.0009126797972324795 + 0.013886480556203696im	-1.0125679599320287 + 0.07722380605395575im
-0.0021490484513741743 + 0.0im	-0.9403673724198517 - 0.13950911467777702im	0.0004435364375388421 - 0.006756710321302547im	-0.0009212358080313879 + 0.014032896484889253im	-1.0123791797921942 + 0.07720340264387873im
-0.0021277707439348263 + 0.0im	-0.9407187933690085 - 0.13961828723905462im	0.00044775252694457764 - 0.006828066744890296im	-0.0009299897551490457 + 0.014181097121760602im	-1.0121919189687343 + 0.07718356341010926im
-0.0021067037068661647 + 0.0im	-0.9410681522854885 - 0.13972850928974853im	0.00045207401986201623 - 0.006900291858832151im	-0.0009389625869430851 + 0.01433110200068436im	-1.0120061795711954 + 0.07716435428363287im
-0.0020858452543229353 + 0.0im	-0.9414154210000959 - 0.1398399048627097im	0.0004565109901499384 - 0.00697339456922485im	-0.0009481752262321138 + 0.0144829296195592im	-1.011821958527142 + 0.07714584143376738im
-0.002065193321111817 + 0.0im	-0.941760433475683 - 0.13995258993529605im	0.0004610740241247543 - 0.007047383270772925im	-0.0009576496601766004 + 0.014636597414191im	-1.0116392794462707 + 0.07712809072367248im
-0.0020447458624869475 + 0.0im	-0.9421031380428735 - 0.1400666716148546im	0.0004657735209693847 - 0.007122265838067155im	-0.000967407487261754 + 0.014792121740181031im	-1.011458052320859 + 0.07711116716671323im
-0.002024500853947473 + 0.0im	-0.9424433781883503 - 0.1401822473841783im	0.00047062001504804386 - 0.007198049620824331im	-0.0009774705867322871 + 0.014949517863041502im	-1.0112783854259273 + 0.07709513438782535im
-0.002004456291037102 + 0.0im	-0.9427810750478806 - 0.14029940441259545im	0.0004756240535559107 - 0.007274741443161246im	-0.0009878608644864684 + 0.015108799956689263im	-1.0111002142383196 + 0.07708005409397806im
-0.0019846101891456453 + 0.0im	-0.9431160838860266 - 0.14041821893784415im	0.0004807961596630038 - 0.007352347606945149im	-0.0009986001765316713 + 0.01526998111040619im	-1.010923604330994 + 0.07706598555774359im
-0.0019649605833125202 + 0.0im	-0.9434482673458509 - 0.14053875572332902im	0.0004861467260788795 - 0.007430873899231787im	-0.0010097101079260167 + 0.015433073344288638im	-1.0107486066305411 + 0.07705298511785867im
-0.0019455055280321982 + 0.0im	-0.9437775044744392 - 0.1406610675947695im	0.000491686032218965 - 0.00751032560377005im	-0.0010212120084388467 + 0.015598087633142734im	-1.0105751765433575 + 0.07704110570051784im
-0.0019262430970615823 + 0.0im	-0.944103616834549 - 0.14078519505963638im	0.000497424224666908 - 0.00759070751652081im	-0.0010331269519790146 + 0.01576503393871661im	-1.0104034319149053 + 0.0770303963649564im
-0.0019071713832292895 + 0.0im	-0.944426483455216 - 0.14091116601212827im	0.0005033708907276487 - 0.007672023965105837im	-0.0010454748508897502 + 0.015933921250094612im	-1.0102333257891312 + 0.07702090187667704im
-0.0018882884982468213 + 0.0im	-0.944745946087852 - 0.14103899552577917im	0.0005095359699355902 - 0.007754278832071318im	-0.0010582763490973282 + 0.016104757632014098im	-1.0100649790655152 + 0.07701266231144199im
-0.0018695925725216052 + 0.0im	-0.9450618643862329 - 0.14116868573511376im	0.0005159285137204509 - 0.007837475581820387im	-0.0010715502460347354 + 0.01627755028080195im	-1.009898415149678 + 0.0770057126928979im
-0.0018510817549718863 + 0.0im	-0.9453740754489842 - 0.14130022580707816im	0.0005225577355207421 - 0.00792161729103949im	-0.0010853156776525147 + 0.016452305587567106im	-1.0097336937499233 + 0.07700008266642476im
-0.0018327542128434519 + 0.0im	-0.9456824501886775 - 0.1414335920022927im	0.0005294319103994925 - 0.008006706682415064im	-0.001099589831000535 + 0.01662902920822689im	-1.0095708685010087 + 0.07699579621150669im
-0.0018146081315281702 + 0.0im	-0.9459868327685884 - 0.14156874782548018im	0.0005365592006864295 - 0.008092746161410895im	-0.001114389659032597 + 0.01680772613988928im	-1.0094100010988196 + 0.07699287139461024im
-0.001796641714384327 + 0.0im	-0.9462870827553309 - 0.14170564426374954im	0.0005439473506806051 - 0.008179737855851047im	-0.0011297312465303497 + 0.016988400803062024im	-1.0092511515020477 + 0.0769913201642325im
-0.0017788531825587396 + 0.0im	-0.9465830633090216 - 0.14184422011074763im	0.0005516032359952447 - 0.008267683658030843im	-0.0011456288741483 + 0.017171057129112006im	-1.0090943889968533 + 0.0769911481894479im
-0.0017612407748106333 + 0.0im	-0.9468746434984066 - 0.14198440237404852im	0.0005595338192463167 - 0.008356585269057684im	-0.0011620970032717977 + 0.017355698652355363im	-1.008939776551168 + 0.07699235474293535im
-0.0017438027473372607 + 0.0im	-0.9471616933125625 - 0.14212610676252108im	0.000567745163434591 - 0.008446444245105095im	-0.001179148226931329 + 0.017542328606120896im	-1.0087873805173289 + 0.07699493262912528im
-0.0017265373736012482 + 0.0im	-0.9474441017687135 - 0.1422692382498303im	0.0005762427537299116 - 0.008537262045248281im	-0.0011967939381046632 + 0.017730950022097833im	-1.0086372675214723 + 0.0769988681577504im
-0.0017094429441596518 + 0.0im	-0.9477217481891699 - 0.14241369170965737im	0.0005850320082806732 - 0.008629040080536408im	-0.0012150453906390048 + 0.017921565832251782im	-1.008489503548033 + 0.07700414116273858im
-0.0016925177664947047 + 0.0im	-0.9479945457713345 - 0.14255935261771013im	0.0005941167368674838 - 0.008721779763947122im	-0.0012339104979975542 + 0.018114178972572715im	-1.0083441538050912 + 0.0770107250660378im
-0.0016757601648462422 + 0.0im	-0.9482623809900866 - 0.14270609781510704im	0.000603501167970839 - 0.008815482560862276im	-0.0012533980433356662 + 0.018308792487905182im	-1.0082012824817408 + 0.07701858698562573im
-0.0016591684800457843 + 0.0im	-0.9485251849836134 - 0.14285379632728668im	0.000613188706400107 - 0.008910150039700044im	-0.0012735150991596148 + 0.018505409637102958im	-1.0080609604410684 + 0.0770276878866232im
-0.0016427410693522616 + 0.0im	-0.9487828864391854 - 0.1430023102322073im	0.0006231819560685003 - 0.00900578392233851im	-0.0012942670746763727 + 0.018704033997750245im	-1.0079232131980909 + 0.07703798277411651im
-0.001626476306289368 + 0.0im	-0.9490354256779318 - 0.14315149557126558im	0.0006334831961060266 - 0.00910238613396847im	-0.001315658704621043 + 0.018904669569697417im	-1.0077881332066392 + 0.07704942092598405im
-0.0016103725804845228 + 0.0im	-0.9492827475942556 - 0.14330120329608545im	0.0006440941432078336 - 0.009199958852020044im	-0.0013376935556908697 + 0.019107320876672326im	-1.0076557594862035 + 0.07706194616373967im
-0.0015944282975094285 + 0.0im	-0.9495248173621232 - 0.14345128024410062im	0.0006550155879439598 - 0.0092985045538163im	-0.0013603732711632266 + 0.01931199306524809im	-1.007526146195272 + 0.0770754971591341im
-0.0015786418787222065 + 0.0im	-0.9497616150073365 - 0.1436015701356929im	0.0006662487172961605 - 0.00939802606262074im	-0.0013837003177355528 + 0.019518692000474385im	-1.0073993287426692 + 0.07709000777400851im
-0.0015630117611110956 + 0.0im	-0.9499931282772962 - 0.14375191458553682im	0.000677793029680794 - 0.009498526591760842im	-0.0014076736551629403 + 0.019727424357512856im	-1.0072753552458706 + 0.07710540743066994im
-0.0015475363971396987 + 0.0im	-0.9502193394082371 - 0.14390215412075857im	0.0006896484924005543 - 0.009600009786528998im	-0.001432293217142711 + 0.019938197708656187im	-1.0071542581191808 + 0.07712162150985742im
-0.001532214254593761 + 0.0im	-0.9504403031223159 - 0.14405212919852373im	0.0007018142678288024 - 0.009702479763583998im	-0.0014575572656822155 + 0.0201510206051558im	-1.0070360677503587 + 0.0771385717731944im
-0.0015170438164294664 + 0.0im	-0.9506559969971882 - 0.14420168121574556im	0.0007142890523546402 - 0.009805941147600937im	-0.0014834630950704664 + 0.020365902653334503im	-1.0069208081184398 + 0.0771561768068736im
-0.001502023580623234 + 0.0im	-0.950866504638631 - 0.1443506535037316im	0.0007270713037212425 - 0.009910399104944314im	-0.0015100075040365391 + 0.02058285458451683im	-1.0068084973335634 + 0.07717435248320478im
-0.001487152060023004 + 0.0im	-0.9510718180419054 - 0.14449889230077237im	0.0007401591668671469 - 0.010015859374169125im	-0.0015371866417292135 + 0.020801888318370942im	-1.0066991482348246 + 0.07719301243656222im
-0.001472427782200994 + 0.0im	-0.9512720709082556 - 0.1446462476959227im	0.0007535502853129745 - 0.010122328293185922im	-0.0015649956159790345 + 0.02102301701932187im	-1.0065927681495206 + 0.0772120685502103im
-0.0014578492893079149 + 0.0im	-0.9514672956612023 - 0.1447925745375134im	0.0007672425513753254 - 0.01022981282295954im	-0.0015934300514430476 + 0.021246255145765794im	-1.0064893506172135 + 0.07723143145045278im
-0.0014434151379286286 + 0.0im	-0.951657561703818 - 0.1449377333002819im	0.0007812327202667605 - 0.01033832056764642im	-0.001622483211179797 + 0.02147161849188699im	-1.0063889027276036 + 0.07725101100455016im
-0.0014291238989392362 + 0.0im	-0.9518429867409696 - 0.14508159090539752im	0.0007955183016358495 - 0.010447859791111465im	-0.0016521499252309638 + 0.02169912422195605im	-1.0062913995901677 + 0.07727071681887647im
-0.0014149741573655805 + 0.0im	-0.9520236939647464 - 0.1452240214880933im	0.0008100960587913066 - 0.01055843942980308im	-0.001682423473638978 + 0.02192879089706405im	-1.006196834149252 + 0.07729045873384306im
-0.001400964512243149 + 0.0im	-0.9521997491171087 - 0.14536490710809027im	0.0008249630228221338 - 0.010670069102002711im	-0.0017132976926616391 + 0.02216063849432715im	-1.0061051733457607 + 0.07731014731220003im
-0.0013870935764783653 + 0.0im	-0.9523713017267696 - 0.1455041383985088im	0.0008401160824811689 - 0.010782759113503711im	-0.001744766123045091 + 0.022394688418675066im	-1.0060163878580708 + 0.07732969431743744im
-0.0013733599767112527 + 0.0im	-0.9525384794037068 - 0.1456416151495024im	0.0008555520116849114 - 0.010896520459812155im	-0.0017768220670636905 + 0.022630963507416495im	-1.005930434633792 + 0.07734901317914472im
-0.0013597623531794582 + 0.0im	-0.952701413524298 - 0.14577724682341445im	0.0008712676468939866 - 0.011011364825000659im	-0.0018094589569707656 + 0.022869488027853085im	-1.0058472849264626 + 0.07736801944234566im
-0.001346299359583622 + 0.0im	-0.9528602463242406 - 0.14591095299884713im	0.0008872600611503596 - 0.011127304577382516im	-0.0018426707164258187 + 0.023110287668289643im	-1.0057668816077774 + 0.07738663119801159im
-0.0013329696629540812 + 0.0im	-0.9530151288059423 - 0.14604266374163563im	0.0009035259568241152 - 0.011244352762210034im	-0.0018764504992936117 + 0.023353389522864382im	-1.0056891722985617 + 0.07740476949215662im
-0.0013197719435188923 + 0.0im	-0.9531662167164938 - 0.14617231990133078im	0.0009200625810497738 - 0.011362523091635029im	-0.0019107925909217177 + 0.02359882207069291im	-1.0056140972196428 + 0.07742235871114302im
-0.0013067048945731607 + 0.0im	-0.9533136563578208 - 0.14629987333242195im	0.0009368675211275363 - 0.011481829932202174im	-0.0019456919831843393 + 0.02384661514988866im	-1.005541593479558 + 0.07743932694106281im
-0.001293767222349664 + 0.0im	-0.9534576078704147 - 0.146425287040146im	0.0009539381242174394 - 0.011602288290176397im	-0.0019811431692484303 + 0.024096799927085202im	-1.005471591629507 + 0.07745560629931496im
-0.0012809576458907563 + 0.0im	-0.9535982400415324 - 0.1465485352513462im	0.0009712724083074534 - 0.011723913795033606im	-0.0020171420355612345 + 0.02434940886314416im	-1.005404020870567 + 0.07747113323676252im
-0.001268274896921541 + 0.0im	-0.9537356950026691 - 0.14666960341145222im	0.0009888678038055744 - 0.011846722681469168im	-0.0020536832482324443 + 0.02460447567578524im	-1.0053388024243033 + 0.07748584880912933im
-0.001255717719724298 + 0.0im	-0.9538701383544357 - 0.14678848810924516im	0.001006722824773896 - 0.011970731770301033im	-0.0020907637240482387 + 0.0248620352999207im	-1.0052758567416 + 0.0774996989165779im
-0.0012432848710141563 + 0.0im	-0.9540017610758963 - 0.14690519693163934im	0.0010248357083139047 - 0.01209595844866304im	-0.0021283798045763037 + 0.025122123846516537im	-1.00521510082323 + 0.07751263451069373im
-0.0012309751198159964 + 0.0im	-0.9541306782867518 - 0.14701974825126432im	0.0010432058404609417 - 0.01222242064989966im	-0.0021665302176217304 + 0.025384778560833144im	-1.0051564645735986 + 0.07752461176839316im
-0.0012187872473425707 + 0.0im	-0.954257066510587 - 0.14713217095014536im	0.0010618320406864561 - 0.012350136833584812im	-0.002205212514273186 + 0.02565003778092526im	-1.0050998110763032 + 0.07753559223255581im
-0.0012067200468738324 + 0.0im	-0.9543810772060342 - 0.14724250408326892im	0.0010807137307006864 - 0.012479125966095263im	-0.0022444254964025467 + 0.025917940897293486im	-1.0050450988608162 + 0.07754554291946866im
-0.0011947723236374577 + 0.0im	-0.9545028380662333 - 0.14735079648626492im	0.0010998509203192699 - 0.01260940750217299im	-0.0022841691872967106 + 0.02618852831459035im	-1.0049922204065445 + 0.07755443639344733im
-0.0011829428946905523 + 0.0im	-0.9546225274534155 - 0.14745710633184764im	0.0011192431226212118 - 0.012741001367909639im	-0.0023244425785412582 + 0.026461841416281016im	-1.004941080912332 + 0.07756225080926807im
-0.001171230588802527 + 0.0im	-0.9547402809226938 - 0.14756150064002085im	0.0011388910446711513 - 0.012873927945582586im	-0.002365247141471979 + 0.026737922533149498im	-1.0048915889072303 + 0.077568969923308im
-0.0011596342463391356 + 0.0im	-0.9548562065600338 - 0.14766405474736574im	0.001158795082572452 - 0.013008208060761913im	-0.002406583701540194 + 0.027016814916522226im	-1.004843648794789 + 0.0775745830745348im
-0.001148152719147659 + 0.0im	-0.9549704405559274 - 0.1477648517410075im	0.0011789564019166546 - 0.01314386297209471im	-0.0024484546823064497 + 0.02729856271705301im	-1.0047971635199693 + 0.07757908513672132im
-0.0011367848704432267 + 0.0im	-0.9550831043831797 - 0.1478639818630629im	0.0011993760954089785 - 0.013280914364155766im	-0.002490862355867381 + 0.027583210969876433im	-1.0047520415849318 + 0.07758247644347702im
-0.001125529574696264 + 0.0im	-0.955194316351467 - 0.14796154189154434im	0.0012200556322256829 - 0.013419384343730937im	-0.0025338097761588145 + 0.027870805586891985im	-1.0047081893855905 + 0.07758476268788596im
-0.0011143857175210535 + 0.0im	-0.9553041818897337 - 0.1480576345038054im	0.0012409967398090075 - 0.013559295439874245im	-0.002577300533421714 + 0.028161393356886038im	-1.0046655144056116 + 0.0775859547987159im
-0.0011033521955653995 + 0.0im	-0.9554127950511699 - 0.14815236762866646im	0.0012622012932480974 - 0.013700670608049489im	-0.002621338524458971 + 0.028455021954137596im	-1.0046239251184965 + 0.07758606879532591im
